group_type,group,condition,prompt,n,prevalence,accuracy,accuracy_ci_low,accuracy_ci_high,precision,recall,specificity,f1,balanced_accuracy,tp,tn,fp,fn
cancer,Oropharyngeal cancer,rag,basic,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Oropharyngeal cancer,rag,oncology_expert,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Oropharyngeal cancer,rag,patient_education,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Oropharyngeal cancer,non_rag,basic,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Oropharyngeal cancer,non_rag,oncology_expert,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Oropharyngeal cancer,non_rag,patient_education,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Pancreatic cancer,rag,basic,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pancreatic cancer,rag,oncology_expert,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pancreatic cancer,rag,patient_education,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pancreatic cancer,non_rag,basic,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pancreatic cancer,non_rag,oncology_expert,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pancreatic cancer,non_rag,patient_education,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Parathyroid Cancer,rag,basic,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Parathyroid Cancer,rag,oncology_expert,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Parathyroid Cancer,rag,patient_education,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Parathyroid Cancer,non_rag,basic,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Parathyroid Cancer,non_rag,oncology_expert,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Parathyroid Cancer,non_rag,patient_education,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pheochromocytoma,rag,basic,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Pheochromocytoma,rag,oncology_expert,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Pheochromocytoma,rag,patient_education,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pheochromocytoma,non_rag,basic,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pheochromocytoma,non_rag,oncology_expert,2,1.000000,1.000000,0.342380,1.000000,1.000000,1.000000,,1.000000,,2,0,0,0
cancer,Pheochromocytoma,non_rag,patient_education,2,1.000000,0.000000,0.000000,0.657620,,0.000000,,0.000000,,0,0,0,2
cancer,Undifferentiated Pleomorphic Sarcoma of Bone,rag,basic,2,1.000000,0.000000,0.000000,0.657620,,0.000000,,0.000000,,0,0,0,2
cancer,Undifferentiated Pleomorphic Sarcoma of Bone,rag,oncology_expert,2,1.000000,0.000000,0.000000,0.657620,,0.000000,,0.000000,,0,0,0,2
cancer,Undifferentiated Pleomorphic Sarcoma of Bone,rag,patient_education,2,1.000000,0.000000,0.000000,0.657620,,0.000000,,0.000000,,0,0,0,2
cancer,Undifferentiated Pleomorphic Sarcoma of Bone,non_rag,basic,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Undifferentiated Pleomorphic Sarcoma of Bone,non_rag,oncology_expert,2,1.000000,0.000000,0.000000,0.657620,,0.000000,,0.000000,,0,0,0,2
cancer,Undifferentiated Pleomorphic Sarcoma of Bone,non_rag,patient_education,2,1.000000,0.500000,0.094531,0.905469,1.000000,0.500000,,0.666667,,1,0,0,1
cancer,Adrenocortical Carcinoma,rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Adrenocortical Carcinoma,rag,oncology_expert,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Adrenocortical Carcinoma,rag,patient_education,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Adrenocortical Carcinoma,non_rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Adrenocortical Carcinoma,non_rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Adrenocortical Carcinoma,non_rag,patient_education,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Appendix Cancer,rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Appendix Cancer,rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Appendix Cancer,rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Appendix Cancer,non_rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Appendix Cancer,non_rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Appendix Cancer,non_rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Basal Cell Carcinoma of the Skin,rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Basal Cell Carcinoma of the Skin,rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Basal Cell Carcinoma of the Skin,rag,patient_education,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Basal Cell Carcinoma of the Skin,non_rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Basal Cell Carcinoma of the Skin,non_rag,oncology_expert,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Basal Cell Carcinoma of the Skin,non_rag,patient_education,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Ductal Carcinoma In Situ (DCIS),rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Ductal Carcinoma In Situ (DCIS),rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Ductal Carcinoma In Situ (DCIS),rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Ductal Carcinoma In Situ (DCIS),non_rag,basic,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Ductal Carcinoma In Situ (DCIS),non_rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Ductal Carcinoma In Situ (DCIS),non_rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Kaposi Sarcoma (Soft Tissue Sarcoma),rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Kaposi Sarcoma (Soft Tissue Sarcoma),rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Kaposi Sarcoma (Soft Tissue Sarcoma),rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Kaposi Sarcoma (Soft Tissue Sarcoma),non_rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Kaposi Sarcoma (Soft Tissue Sarcoma),non_rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Kaposi Sarcoma (Soft Tissue Sarcoma),non_rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Metastatic Squamous Neck Cancer with Occult Primary (Head and Neck Cancer),rag,basic,1,0.000000,1.000000,0.206549,1.000000,,,1.000000,,,0,1,0,0
cancer,Metastatic Squamous Neck Cancer with Occult Primary (Head and Neck Cancer),rag,oncology_expert,1,0.000000,1.000000,0.206549,1.000000,,,1.000000,,,0,1,0,0
cancer,Metastatic Squamous Neck Cancer with Occult Primary (Head and Neck Cancer),rag,patient_education,1,0.000000,1.000000,0.206549,1.000000,,,1.000000,,,0,1,0,0
cancer,Metastatic Squamous Neck Cancer with Occult Primary (Head and Neck Cancer),non_rag,basic,1,0.000000,1.000000,0.206549,1.000000,,,1.000000,,,0,1,0,0
cancer,Metastatic Squamous Neck Cancer with Occult Primary (Head and Neck Cancer),non_rag,oncology_expert,1,0.000000,1.000000,0.206549,1.000000,,,1.000000,,,0,1,0,0
cancer,Metastatic Squamous Neck Cancer with Occult Primary (Head and Neck Cancer),non_rag,patient_education,1,0.000000,1.000000,0.206549,1.000000,,,1.000000,,,0,1,0,0
cancer,Multiple Endocrine Neoplasia Syndromes,rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Multiple Endocrine Neoplasia Syndromes,rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Multiple Endocrine Neoplasia Syndromes,rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Multiple Endocrine Neoplasia Syndromes,non_rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Multiple Endocrine Neoplasia Syndromes,non_rag,oncology_expert,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Multiple Endocrine Neoplasia Syndromes,non_rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Non-Small Cell Lung Cancer,rag,basic,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Non-Small Cell Lung Cancer,rag,oncology_expert,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Non-Small Cell Lung Cancer,rag,patient_education,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Non-Small Cell Lung Cancer,non_rag,basic,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
cancer,Non-Small Cell Lung Cancer,non_rag,oncology_expert,1,1.000000,0.000000,0.000000,0.793451,,0.000000,,0.000000,,0,0,0,1
cancer,Non-Small Cell Lung Cancer,non_rag,patient_education,1,1.000000,1.000000,0.206549,1.000000,1.000000,1.000000,,1.000000,,1,0,0,0
